:START_ID(Athlete-ID),:END_ID(Event-ID),medal_type,medal_date,:TYPE
1943049,SWAOTEAM8,Silver Medal,2024-08-07,WON_MEDAL
1943206,SRFWSHORTBRD,Gold Medal,2024-08-05,WON_MEDAL
1943368,BOXM80KG,Bronze Medal,2024-08-04,WON_MEDAL
1943471,BK3MTEAM3,Bronze Medal,2024-08-05,WON_MEDAL
1943480,BK3MTEAM3,Bronze Medal,2024-08-05,WON_MEDAL
1943486,BK3MTEAM3,Bronze Medal,2024-08-05,WON_MEDAL
1943504,JUDW78KG,Bronze Medal,2024-08-01,WON_MEDAL
1943515,BK3MTEAM3,Bronze Medal,2024-08-05,WON_MEDAL
1943542,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943547,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943550,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943553,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943555,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943558,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943566,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943567,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943569,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943574,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943575,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943576,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943580,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943585,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943586,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943587,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943588,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943591,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943596,FBLWTEAM11,Gold Medal,2024-08-10,WON_MEDAL
1943604,MTBMXCTRY,Bronze Medal,2024-07-29,WON_MEDAL
1944226,SKBMSTREET,Silver Medal,2024-07-29,WON_MEDAL
1944232,SKBMSTREET,Bronze Medal,2024-07-29,WON_MEDAL
1944247,SKBMPARK,Silver Medal,2024-08-07,WON_MEDAL
1944316,SALMILCA7,Bronze Medal,2024-08-07,WON_MEDAL
1944354,SHOMSKM,Gold Medal,2024-08-03,WON_MEDAL
1944354,SHOXSKMT,Silver Medal,2024-08-05,WON_MEDAL
1944373,SHOWR3PW,Silver Medal,2024-08-02,WON_MEDAL
1944385,SHOMSKM,Silver Medal,2024-08-03,WON_MEDAL
1944397,SHOWSKW,Bronze Medal,2024-08-04,WON_MEDAL
1944397,SHOXSKMT,Silver Medal,2024-08-05,WON_MEDAL
1944625,ROWMCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1944631,ROWMNOCOX4,Gold Medal,2024-08-01,WON_MEDAL
1944642,ROWMCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1944646,ROWMCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1944652,ROWMNOCOX4,Gold Medal,2024-08-01,WON_MEDAL
1944660,ROWMCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1944681,ROWMNOCOX4,Gold Medal,2024-08-01,WON_MEDAL
1944696,ROWMCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1944727,ROWMNOCOX4,Gold Medal,2024-08-01,WON_MEDAL
1944731,ROWMCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1944747,ROWMCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1944757,ROWMCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1944764,ROWMCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1945035,CTRWSPRTEAM3,Silver Medal,2024-08-05,WON_MEDAL
1945038,CTRWSPRTEAM3,Silver Medal,2024-08-05,WON_MEDAL
1945040,CTRWKEIRIN,Gold Medal,2024-08-08,WON_MEDAL
1945040,CTRWSPRINT,Gold Medal,2024-08-11,WON_MEDAL
1945040,CTRWSPRTEAM3,Silver Medal,2024-08-05,WON_MEDAL
1945056,CTRWPURTEAM4,Silver Medal,2024-08-07,WON_MEDAL
1945061,CTRWPURTEAM4,Silver Medal,2024-08-07,WON_MEDAL
1945066,CTRWPURTEAM4,Silver Medal,2024-08-07,WON_MEDAL
1945068,CTRWSPRTEAM3,Silver Medal,2024-08-05,WON_MEDAL
1945080,CTRWOMNIUM,Bronze Medal,2024-08-11,WON_MEDAL
1945080,CTRWPURTEAM4,Silver Medal,2024-08-07,WON_MEDAL
1945081,CTRWPURTEAM4,Silver Medal,2024-08-07,WON_MEDAL
1945125,SWMW100MBF,Bronze Medal,2024-07-28,WON_MEDAL
1945125,SWMW200MBF,Bronze Medal,2024-08-01,WON_MEDAL
1945125,SWMW4X100MFR,Bronze Medal,2024-07-27,WON_MEDAL
1945125,SWMW4X100MMD,Bronze Medal,2024-08-04,WON_MEDAL
1945125,SWMW50MFR,Bronze Medal,2024-08-04,WON_MEDAL
1945125,SWMX4X100MMD,Silver Medal,2024-08-03,WON_MEDAL
1945127,SWMM4X100MMD,Gold Medal,2024-08-04,WON_MEDAL
1945128,SWMM4X100MMD,Gold Medal,2024-08-04,WON_MEDAL
1945128,SWMX4X100MMD,Silver Medal,2024-08-03,WON_MEDAL
1945132,SWMM100MBA,Silver Medal,2024-07-29,WON_MEDAL
1945132,SWMM4X100MMD,Gold Medal,2024-08-04,WON_MEDAL
1945132,SWMX4X100MMD,Silver Medal,2024-08-03,WON_MEDAL
1945148,SWMM100MFR,Gold Medal,2024-07-31,WON_MEDAL
1945148,SWMM4X100MMD,Gold Medal,2024-08-04,WON_MEDAL
1945148,SWMX4X100MMD,Silver Medal,2024-08-03,WON_MEDAL
1945149,SWMM4X100MMD,Gold Medal,2024-08-04,WON_MEDAL
1945157,SWMW4X100MMD,Bronze Medal,2024-08-04,WON_MEDAL
1945159,SWMW4X100MFR,Bronze Medal,2024-07-27,WON_MEDAL
1945159,SWMW4X100MMD,Bronze Medal,2024-08-04,WON_MEDAL
1945159,SWMW4X200MFR,Bronze Medal,2024-08-01,WON_MEDAL
1945159,SWMX4X100MMD,Silver Medal,2024-08-03,WON_MEDAL
1945164,SWMW4X100MFR,Bronze Medal,2024-07-27,WON_MEDAL
1945164,SWMW4X100MMD,Bronze Medal,2024-08-04,WON_MEDAL
1945169,SWMW4X200MFR,Bronze Medal,2024-08-01,WON_MEDAL
1945171,SWMW4X200MFR,Bronze Medal,2024-08-01,WON_MEDAL
1945186,SWMM200MIM,Bronze Medal,2024-08-02,WON_MEDAL
1945200,SWMW100MBR,Silver Medal,2024-07-29,WON_MEDAL
1945200,SWMW4X100MMD,Bronze Medal,2024-08-04,WON_MEDAL
1945200,SWMX4X100MMD,Silver Medal,2024-08-03,WON_MEDAL
1945202,SWMW4X100MMD,Bronze Medal,2024-08-04,WON_MEDAL
1945206,SWMW4X100MFR,Bronze Medal,2024-07-27,WON_MEDAL
1945206,SWMW4X100MMD,Bronze Medal,2024-08-04,WON_MEDAL
1945222,SWMW4X200MFR,Bronze Medal,2024-08-01,WON_MEDAL
1945223,SWMW4X200MFR,Bronze Medal,2024-08-01,WON_MEDAL
1945224,SWMW4X200MFR,Bronze Medal,2024-08-01,WON_MEDAL
1945230,SWMW4X100MFR,Bronze Medal,2024-07-27,WON_MEDAL
1945375,CSPWK4-500M,Gold Medal,2024-08-08,WON_MEDAL
1945378,CSPWK2-500M,Gold Medal,2024-08-09,WON_MEDAL
1945378,CSPWK4-500M,Gold Medal,2024-08-08,WON_MEDAL
1945383,CSPWK1-500M,Gold Medal,2024-08-10,WON_MEDAL
1945383,CSPWK2-500M,Gold Medal,2024-08-09,WON_MEDAL
1945383,CSPWK4-500M,Gold Medal,2024-08-08,WON_MEDAL
1945386,CSLMX1,Gold Medal,2024-08-05,WON_MEDAL
1945392,CSPWK4-500M,Gold Medal,2024-08-08,WON_MEDAL
1945588,OWSW10KM,Silver Medal,2024-08-08,WON_MEDAL
1945644,ROWWNOCOX2,Bronze Medal,2024-08-02,WON_MEDAL
1945670,ROWWNOCOX2,Bronze Medal,2024-08-02,WON_MEDAL
1945982,SALMIQFOIL,Silver Medal,2024-08-03,WON_MEDAL
1945990,SALMILCA7,Gold Medal,2024-08-07,WON_MEDAL
1946064,SKBWPARK,Gold Medal,2024-08-06,WON_MEDAL
1946074,SKBMPARK,Gold Medal,2024-08-07,WON_MEDAL
1946129,SRFMSHORTBRD,Silver Medal,2024-08-05,WON_MEDAL
1946146,SWMW4X100MMD,Silver Medal,2024-08-04,WON_MEDAL
1946150,SWMW200MFR,Silver Medal,2024-07-29,WON_MEDAL
1946150,SWMW400MFR,Gold Medal,2024-07-27,WON_MEDAL
1946150,SWMW4X200MFR,Gold Medal,2024-08-01,WON_MEDAL
1946150,SWMW800MFR,Silver Medal,2024-08-03,WON_MEDAL
1946157,SWMW4X200MFR,Gold Medal,2024-08-01,WON_MEDAL
1946159,SWMW4X100MFR,Gold Medal,2024-07-27,WON_MEDAL
1946161,SWMM50MFR,Gold Medal,2024-08-02,WON_MEDAL
1946172,SWMM400MFR,Silver Medal,2024-07-27,WON_MEDAL
1946172,SWMM4X200MFR,Bronze Medal,2024-07-30,WON_MEDAL
1946174,SWMW4X100MMD,Silver Medal,2024-08-04,WON_MEDAL
1946177,SWMW4X100MFR,Gold Medal,2024-07-27,WON_MEDAL
1946177,SWMW4X100MMD,Silver Medal,2024-08-04,WON_MEDAL
1946177,SWMX4X100MMD,Bronze Medal,2024-08-03,WON_MEDAL
1946179,SWMM4X100MFR,Silver Medal,2024-07-27,WON_MEDAL
1946179,SWMM4X200MFR,Bronze Medal,2024-07-30,WON_MEDAL
1946183,SWMW4X100MMD,Silver Medal,2024-08-04,WON_MEDAL
1946183,SWMX4X100MMD,Bronze Medal,2024-08-03,WON_MEDAL
1946185,SWMM200MBR,Silver Medal,2024-07-31,WON_MEDAL
1946185,SWMX4X100MMD,Bronze Medal,2024-08-03,WON_MEDAL
1946186,SWMM4X100MFR,Silver Medal,2024-07-27,WON_MEDAL
1946188,SWMW4X200MFR,Gold Medal,2024-08-01,WON_MEDAL
1946190,SWMW4X100MMD,Silver Medal,2024-08-04,WON_MEDAL
1946195,SWMX4X100MMD,Bronze Medal,2024-08-03,WON_MEDAL
1946196,SWMM4X100MFR,Silver Medal,2024-07-27,WON_MEDAL
1946196,SWMM4X200MFR,Bronze Medal,2024-07-30,WON_MEDAL
1946198,SWMW100MBA,Gold Medal,2024-07-30,WON_MEDAL
1946198,SWMW200MBA,Gold Medal,2024-08-02,WON_MEDAL
1946198,SWMW200MIM,Bronze Medal,2024-08-03,WON_MEDAL
1946198,SWMW4X100MMD,Silver Medal,2024-08-04,WON_MEDAL
1946198,SWMX4X100MMD,Bronze Medal,2024-08-03,WON_MEDAL
1946200,SWMM100MFR,Silver Medal,2024-07-31,WON_MEDAL
1946200,SWMM4X100MFR,Silver Medal,2024-07-27,WON_MEDAL
1946200,SWMX4X100MMD,Bronze Medal,2024-08-03,WON_MEDAL
1946201,SWMW4X200MFR,Gold Medal,2024-08-01,WON_MEDAL
1946209,SWMX4X100MMD,Bronze Medal,2024-08-03,WON_MEDAL
1946211,SWMM4X200MFR,Bronze Medal,2024-07-30,WON_MEDAL
1946212,SWMW4X100MFR,Gold Medal,2024-07-27,WON_MEDAL
1946212,SWMW4X100MMD,Silver Medal,2024-08-04,WON_MEDAL
1946212,SWMW50MFR,Silver Medal,2024-08-04,WON_MEDAL
1946218,SWMW200MFR,Gold Medal,2024-07-29,WON_MEDAL
1946218,SWMW4X100MFR,Gold Medal,2024-07-27,WON_MEDAL
1946218,SWMW4X100MMD,Silver Medal,2024-08-04,WON_MEDAL
1946218,SWMW4X200MFR,Gold Medal,2024-08-01,WON_MEDAL
1946218,SWMX4X100MMD,Bronze Medal,2024-08-03,WON_MEDAL
1946221,SWMW4X100MFR,Gold Medal,2024-07-27,WON_MEDAL
1946227,SWMW4X100MFR,Gold Medal,2024-07-27,WON_MEDAL
1946227,SWMW4X200MFR,Gold Medal,2024-08-01,WON_MEDAL
1946231,SWMM4X200MFR,Bronze Medal,2024-07-30,WON_MEDAL
1946235,SWMM4X100MFR,Silver Medal,2024-07-27,WON_MEDAL
1946237,SWMM4X200MFR,Bronze Medal,2024-07-30,WON_MEDAL
1946278,FENMTEAMEPEE,Gold Medal,2024-08-02,WON_MEDAL
1946320,HBLWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1946361,FENMTEAMSABR,Silver Medal,2024-07-31,WON_MEDAL
1946370,FENMTEAMEPEE,Gold Medal,2024-08-02,WON_MEDAL
1946375,FENWEPEE,Bronze Medal,2024-07-27,WON_MEDAL
1946379,FENMTEAMEPEE,Gold Medal,2024-08-02,WON_MEDAL
1946428,EQUOEVENTEAM,Bronze Medal,2024-07-29,WON_MEDAL
1946432,EQUOEVENTEAM,Bronze Medal,2024-07-29,WON_MEDAL
1946434,EQUOEVENTEAM,Bronze Medal,2024-07-29,WON_MEDAL
1946438,EQUOEVENTEAM,Bronze Medal,2024-07-29,WON_MEDAL
1946444,FENMTEAMSABR,Silver Medal,2024-07-31,WON_MEDAL
1946450,FENMTEAMEPEE,Gold Medal,2024-08-02,WON_MEDAL
1946558,FENMTEAMSABR,Silver Medal,2024-07-31,WON_MEDAL
1946565,FENMTEAMSABR,Silver Medal,2024-07-31,WON_MEDAL
1946883,TKWM58KG,Silver Medal,2024-08-07,WON_MEDAL
1947115,ROWMSCULL4,Silver Medal,2024-07-31,WON_MEDAL
1947172,WREMFS125KG,Bronze Medal,2024-08-10,WON_MEDAL
1947497,WPOWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1947498,WPOWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1947506,WPOWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1947508,WPOWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1947512,WPOWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1947513,WPOWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1947514,WPOWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1947515,WPOWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1947523,WPOWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1947528,WPOWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1947540,WPOWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1947541,WPOWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1947546,WPOWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1947736,TKWM58KG,Bronze Medal,2024-08-07,WON_MEDAL
1947737,TKWM80KG,Gold Medal,2024-08-09,WON_MEDAL
1948233,HBLMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1948238,HBLMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1948239,HBLMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1948240,HBLMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1948244,HBLMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1948246,HBLMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1948251,HBLMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1948252,HBLMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1948260,HBLMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1948268,HBLMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1948272,HBLMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1948278,HBLMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1948280,HBLMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1948281,HBLMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1948288,HBLMTEAM7,Bronze Medal,2024-08-11,WON_MEDAL
1948402,BKBMTEAM5,Bronze Medal,2024-08-10,WON_MEDAL
1948404,BKBMTEAM5,Bronze Medal,2024-08-10,WON_MEDAL
1948405,BKBMTEAM5,Bronze Medal,2024-08-10,WON_MEDAL
1948407,BKBMTEAM5,Bronze Medal,2024-08-10,WON_MEDAL
1948408,BKBMTEAM5,Bronze Medal,2024-08-10,WON_MEDAL
1948411,BKBMTEAM5,Bronze Medal,2024-08-10,WON_MEDAL
1948413,BKBMTEAM5,Bronze Medal,2024-08-10,WON_MEDAL
1948416,BKBMTEAM5,Bronze Medal,2024-08-10,WON_MEDAL
1948417,BKBMTEAM5,Bronze Medal,2024-08-10,WON_MEDAL
1948418,BKBMTEAM5,Bronze Medal,2024-08-10,WON_MEDAL
1948420,BKBMTEAM5,Bronze Medal,2024-08-10,WON_MEDAL
1948421,BKBMTEAM5,Bronze Medal,2024-08-10,WON_MEDAL
1950307,CLBWBLCOMB,Silver Medal,2024-08-10,WON_MEDAL
1950309,CLBMSPEED,Bronze Medal,2024-08-08,WON_MEDAL
1950366,SALM49ER,Bronze Medal,2024-08-02,WON_MEDAL
1950381,SALM49ER,Bronze Medal,2024-08-02,WON_MEDAL
1950485,RU7WTEAM7,Bronze Medal,2024-07-30,WON_MEDAL
1950487,RU7WTEAM7,Bronze Medal,2024-07-30,WON_MEDAL
1950494,RU7WTEAM7,Bronze Medal,2024-07-30,WON_MEDAL
1950495,RU7WTEAM7,Bronze Medal,2024-07-30,WON_MEDAL
1950496,RU7WTEAM7,Bronze Medal,2024-07-30,WON_MEDAL
1950498,RU7WTEAM7,Bronze Medal,2024-07-30,WON_MEDAL
1950499,RU7WTEAM7,Bronze Medal,2024-07-30,WON_MEDAL
1950500,RU7WTEAM7,Bronze Medal,2024-07-30,WON_MEDAL
1950501,RU7WTEAM7,Bronze Medal,2024-07-30,WON_MEDAL
1950502,RU7WTEAM7,Bronze Medal,2024-07-30,WON_MEDAL
1950504,RU7WTEAM7,Bronze Medal,2024-07-30,WON_MEDAL
1950505,RU7WTEAM7,Bronze Medal,2024-07-30,WON_MEDAL
1950584,FENWTEAMFOIL,Gold Medal,2024-08-01,WON_MEDAL
1950602,FENMFOIL,Bronze Medal,2024-07-29,WON_MEDAL
1950611,FENWFOIL,Gold Medal,2024-07-28,WON_MEDAL
1950611,FENWTEAMFOIL,Gold Medal,2024-08-01,WON_MEDAL
1950643,FENWFOIL,Silver Medal,2024-07-28,WON_MEDAL
1950643,FENWTEAMFOIL,Gold Medal,2024-08-01,WON_MEDAL
1950659,FENWTEAMFOIL,Gold Medal,2024-08-01,WON_MEDAL
1950897,ATHM4X400M,Silver Medal,2024-08-10,WON_MEDAL
1950918,ATHM4X400M,Silver Medal,2024-08-10,WON_MEDAL
1950939,ATHM4X400M,Silver Medal,2024-08-10,WON_MEDAL
1951506,ATHM4X400M,Silver Medal,2024-08-10,WON_MEDAL
1951724,GLFMSTROKE,Gold Medal,2024-08-04,WON_MEDAL
1951802,EQUOJUMPTEAM,Silver Medal,2024-08-02,WON_MEDAL
1951819,EQUOJUMPTEAM,Silver Medal,2024-08-02,WON_MEDAL
1951840,EQUOJUMPTEAM,Silver Medal,2024-08-02,WON_MEDAL
1951875,EQUOJUMPTEAM,Silver Medal,2024-08-02,WON_MEDAL
1951913,ATHM400MHURD,Bronze Medal,2024-08-09,WON_MEDAL
1951928,ATHM20KMWALK,Silver Medal,2024-08-01,WON_MEDAL
1952540,BOXW60KG,Bronze Medal,2024-08-03,WON_MEDAL
1952595,CSPMC1-1000M,Silver Medal,2024-08-09,WON_MEDAL
1953038,BKGWINDIVID,Gold Medal,2024-08-09,WON_MEDAL
1953620,GARWTEAM,Bronze Medal,2024-07-30,WON_MEDAL
1953624,GARWTEAM,Bronze Medal,2024-07-30,WON_MEDAL
1953626,GARWTEAM,Bronze Medal,2024-07-30,WON_MEDAL
1953630,GARWTEAM,Bronze Medal,2024-07-30,WON_MEDAL
1953634,GARW1AA,Silver Medal,2024-08-01,WON_MEDAL
1953634,GARW1APFX,Gold Medal,2024-08-05,WON_MEDAL
1953634,GARW1APVT,Silver Medal,2024-08-03,WON_MEDAL
1953634,GARWTEAM,Bronze Medal,2024-07-30,WON_MEDAL
1953777,JUDWO78KG,Gold Medal,2024-08-02,WON_MEDAL
1953777,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1953781,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1953799,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1953812,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1953816,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1953817,JUDW52KG,Bronze Medal,2024-07-28,WON_MEDAL
1953817,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1953832,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1953835,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1953836,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1953840,JUDM66KG,Silver Medal,2024-07-28,WON_MEDAL
1953840,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1953935,CSLMK1,Bronze Medal,2024-08-01,WON_MEDAL
1953983,CSPMK4-500M,Bronze Medal,2024-08-08,WON_MEDAL
1953992,CSPMK4-500M,Bronze Medal,2024-08-08,WON_MEDAL
1953996,CSPMC2-500M,Bronze Medal,2024-08-08,WON_MEDAL
1954008,CSPMK4-500M,Bronze Medal,2024-08-08,WON_MEDAL
1954023,CSPMC2-500M,Bronze Medal,2024-08-08,WON_MEDAL
1954051,CSPMK4-500M,Bronze Medal,2024-08-08,WON_MEDAL
1954159,DIVW3MTEAM2,Silver Medal,2024-07-27,WON_MEDAL
1954168,DIVW3MTEAM2,Silver Medal,2024-07-27,WON_MEDAL
1954557,SWMM200MBA,Silver Medal,2024-08-01,WON_MEDAL
1954683,BKBMTEAM5,Gold Medal,2024-08-10,WON_MEDAL
1954684,BKBMTEAM5,Gold Medal,2024-08-10,WON_MEDAL
1954687,BKBMTEAM5,Gold Medal,2024-08-10,WON_MEDAL
1954688,BKBMTEAM5,Gold Medal,2024-08-10,WON_MEDAL
1954698,BKBMTEAM5,Gold Medal,2024-08-10,WON_MEDAL
1954699,BKBMTEAM5,Gold Medal,2024-08-10,WON_MEDAL
1954700,BKBMTEAM5,Gold Medal,2024-08-10,WON_MEDAL
1954701,BKBMTEAM5,Gold Medal,2024-08-10,WON_MEDAL
1954705,BKBMTEAM5,Gold Medal,2024-08-10,WON_MEDAL
1954709,BKBMTEAM5,Gold Medal,2024-08-10,WON_MEDAL
1954714,BKBMTEAM5,Gold Medal,2024-08-10,WON_MEDAL
1954724,BKBMTEAM5,Gold Medal,2024-08-10,WON_MEDAL
1954729,BKBWTEAM5,Gold Medal,2024-08-11,WON_MEDAL
1954730,BKBWTEAM5,Gold Medal,2024-08-11,WON_MEDAL
1954734,BKBWTEAM5,Gold Medal,2024-08-11,WON_MEDAL
1954735,BKBWTEAM5,Gold Medal,2024-08-11,WON_MEDAL
1954736,BK3WTEAM3,Bronze Medal,2024-08-05,WON_MEDAL
1954738,BK3WTEAM3,Bronze Medal,2024-08-05,WON_MEDAL
1954739,BKBWTEAM5,Gold Medal,2024-08-11,WON_MEDAL
1954742,BKBWTEAM5,Gold Medal,2024-08-11,WON_MEDAL
1954748,BKBWTEAM5,Gold Medal,2024-08-11,WON_MEDAL
1954752,BKBWTEAM5,Gold Medal,2024-08-11,WON_MEDAL
1954753,BKBWTEAM5,Gold Medal,2024-08-11,WON_MEDAL
1954754,BKBWTEAM5,Gold Medal,2024-08-11,WON_MEDAL
1954757,BKBWTEAM5,Gold Medal,2024-08-11,WON_MEDAL
1954758,BKBWTEAM5,Gold Medal,2024-08-11,WON_MEDAL
1954768,BK3WTEAM3,Bronze Medal,2024-08-05,WON_MEDAL
1954785,BK3WTEAM3,Bronze Medal,2024-08-05,WON_MEDAL
1954809,SWAOTEAM8,Bronze Medal,2024-08-07,WON_MEDAL
1954811,SWAOTEAM8,Bronze Medal,2024-08-07,WON_MEDAL
1954813,SWAOTEAM8,Bronze Medal,2024-08-07,WON_MEDAL
1954814,SWAOTEAM8,Bronze Medal,2024-08-07,WON_MEDAL
1954815,SWAOTEAM8,Bronze Medal,2024-08-07,WON_MEDAL
1954816,SWAOTEAM8,Bronze Medal,2024-08-07,WON_MEDAL
1954817,SWAOTEAM8,Bronze Medal,2024-08-07,WON_MEDAL
1954818,SWAOTEAM8,Bronze Medal,2024-08-07,WON_MEDAL
1954819,SWAOTEAM8,Bronze Medal,2024-08-07,WON_MEDAL
1954874,WPOWTEAM7,Gold Medal,2024-08-10,WON_MEDAL
1954875,WPOWTEAM7,Gold Medal,2024-08-10,WON_MEDAL
1954877,WPOWTEAM7,Gold Medal,2024-08-10,WON_MEDAL
1954878,WPOWTEAM7,Gold Medal,2024-08-10,WON_MEDAL
1954880,WPOWTEAM7,Gold Medal,2024-08-10,WON_MEDAL
1954881,WPOWTEAM7,Gold Medal,2024-08-10,WON_MEDAL
1954886,WPOWTEAM7,Gold Medal,2024-08-10,WON_MEDAL
1954893,WPOWTEAM7,Gold Medal,2024-08-10,WON_MEDAL
1954894,WPOWTEAM7,Gold Medal,2024-08-10,WON_MEDAL
1954895,WPOWTEAM7,Gold Medal,2024-08-10,WON_MEDAL
1954897,WPOWTEAM7,Gold Medal,2024-08-10,WON_MEDAL
1954900,WPOWTEAM7,Gold Medal,2024-08-10,WON_MEDAL
1954903,WPOWTEAM7,Gold Medal,2024-08-10,WON_MEDAL
1955070,MTBWXCTRY,Silver Medal,2024-07-28,WON_MEDAL
1955071,BMFWINDVFRST,Silver Medal,2024-07-31,WON_MEDAL
1955077,CTRWPURTEAM4,Gold Medal,2024-08-07,WON_MEDAL
1955079,CRDWTT,Bronze Medal,2024-07-27,WON_MEDAL
1955079,CTRWPURTEAM4,Gold Medal,2024-08-07,WON_MEDAL
1955080,CTRWPURTEAM4,Gold Medal,2024-08-07,WON_MEDAL
1955081,CRDWRR,Gold Medal,2024-08-04,WON_MEDAL
1955081,CTRWPURTEAM4,Gold Medal,2024-08-07,WON_MEDAL
1955106,CTRWOMNIUM,Gold Medal,2024-08-11,WON_MEDAL
1955106,CTRWPURTEAM4,Gold Medal,2024-08-07,WON_MEDAL
1955108,CTRWPURTEAM4,Gold Medal,2024-08-07,WON_MEDAL
1955126,CSPWC1-200M,Silver Medal,2024-08-10,WON_MEDAL
1955132,CSLWC1,Bronze Medal,2024-07-31,WON_MEDAL
1955300,WREMFS86KG,Bronze Medal,2024-08-09,WON_MEDAL
1955304,WREWFS68KG,Gold Medal,2024-08-06,WON_MEDAL
1955344,WREWFS76KG,Silver Medal,2024-08-11,WON_MEDAL
1955345,WREMFS74KG,Bronze Medal,2024-08-10,WON_MEDAL
1955373,WREWFS50KG,Gold Medal,2024-08-07,WON_MEDAL
1955415,WREMFS57KG,Silver Medal,2024-08-09,WON_MEDAL
1955426,WREWFS57KG,Bronze Medal,2024-08-09,WON_MEDAL
1955526,JUDW57KG,Gold Medal,2024-07-29,WON_MEDAL
1955590,BKGMINDIVID,Bronze Medal,2024-08-10,WON_MEDAL
1955595,ARCMINDIVID,Silver Medal,2024-08-04,WON_MEDAL
1955595,ARCXTEAM2,Bronze Medal,2024-08-02,WON_MEDAL
1955601,ARCXTEAM2,Bronze Medal,2024-08-02,WON_MEDAL
1955645,BOXM71KG,Bronze Medal,2024-08-06,WON_MEDAL
1955669,SKBMPARK,Bronze Medal,2024-08-07,WON_MEDAL
1955689,SKBWSTREET,Bronze Medal,2024-07-28,WON_MEDAL
