:START_ID(Athlete-ID),:END_ID(Event-ID),medal_type,medal_date,:TYPE
1878635,WREWFS62KG,Bronze Medal,2024-08-10,WON_MEDAL
1878687,BOXM57KG,Silver Medal,2024-08-10,WON_MEDAL
1878715,CSPMK1-1000M,Gold Medal,2024-08-10,WON_MEDAL
1878716,CSPMC1-1000M,Gold Medal,2024-08-09,WON_MEDAL
1879110,BOXM51KG,Silver Medal,2024-08-08,WON_MEDAL
1879111,BOXM63KG,Silver Medal,2024-08-07,WON_MEDAL
1879120,BOXMO92KG,Bronze Medal,2024-08-07,WON_MEDAL
1879160,CTRMMADISON,Bronze Medal,2024-08-10,WON_MEDAL
1879180,CTRMMADISON,Bronze Medal,2024-08-10,WON_MEDAL
1879518,WREMGR87KG,Bronze Medal,2024-08-08,WON_MEDAL
1879661,RU7MTEAM7,Gold Medal,2024-07-27,WON_MEDAL
1879669,RU7MTEAM7,Gold Medal,2024-07-27,WON_MEDAL
1879670,RU7MTEAM7,Gold Medal,2024-07-27,WON_MEDAL
1879671,RU7MTEAM7,Gold Medal,2024-07-27,WON_MEDAL
1879672,RU7MTEAM7,Gold Medal,2024-07-27,WON_MEDAL
1879675,RU7MTEAM7,Gold Medal,2024-07-27,WON_MEDAL
1879681,RU7MTEAM7,Gold Medal,2024-07-27,WON_MEDAL
1879682,RU7MTEAM7,Gold Medal,2024-07-27,WON_MEDAL
1879683,RU7MTEAM7,Gold Medal,2024-07-27,WON_MEDAL
1879684,RU7MTEAM7,Gold Medal,2024-07-27,WON_MEDAL
1879685,RU7MTEAM7,Gold Medal,2024-07-27,WON_MEDAL
1879687,RU7MTEAM7,Gold Medal,2024-07-27,WON_MEDAL
1879692,RU7MTEAM7,Gold Medal,2024-07-27,WON_MEDAL
1879826,HBLWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1879830,HBLWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1879831,HBLWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1879834,HBLWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1879835,HBLWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1879836,HBLWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1879839,HBLWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1879842,HBLWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1879845,HBLWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1879846,HBLWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1879847,HBLWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1879851,HBLWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1879853,HBLWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1879854,HBLWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1879856,HBLWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1880191,BKGMINDIVID,Silver Medal,2024-08-10,WON_MEDAL
1880464,CSLMK1,Silver Medal,2024-08-01,WON_MEDAL
1880479,CSLMC1,Gold Medal,2024-07-29,WON_MEDAL
1880483,CSLWX1,Silver Medal,2024-08-05,WON_MEDAL
1880564,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880565,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880566,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880571,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880572,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880573,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880574,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880575,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880576,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880578,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880581,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880583,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880584,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880591,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880592,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880595,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880602,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880606,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880609,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1880610,FBLWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1887714,TKWM68KG,Gold Medal,2024-08-08,WON_MEDAL
1887768,TKWWO67KG,Silver Medal,2024-08-10,WON_MEDAL
1887939,MPNMINDIVID,Silver Medal,2024-08-10,WON_MEDAL
1887963,BOXW57KG,Gold Medal,2024-08-10,WON_MEDAL
1887970,BOXW60KG,Bronze Medal,2024-08-03,WON_MEDAL
1887975,BOXW66KG,Bronze Medal,2024-08-06,WON_MEDAL
1888047,SHOMARM,Bronze Medal,2024-07-29,WON_MEDAL
1888429,SHOWSPW,Silver Medal,2024-08-03,WON_MEDAL
1888932,RU7MTEAM7,Bronze Medal,2024-07-27,WON_MEDAL
1888936,RU7MTEAM7,Bronze Medal,2024-07-27,WON_MEDAL
1888993,BDMMSINGLES,Gold Medal,2024-08-05,WON_MEDAL
1889176,TTEMTEAM,Bronze Medal,2024-08-09,WON_MEDAL
1889177,TTEMSINGLES,Bronze Medal,2024-08-04,WON_MEDAL
1889177,TTEMTEAM,Bronze Medal,2024-08-09,WON_MEDAL
1889178,TTEMTEAM,Bronze Medal,2024-08-09,WON_MEDAL
1889702,CTRWSPRTEAM3,Bronze Medal,2024-08-05,WON_MEDAL
1889703,CTRWSPRTEAM3,Bronze Medal,2024-08-05,WON_MEDAL
1889704,CTRWSPRINT,Silver Medal,2024-08-11,WON_MEDAL
1889704,CTRWSPRTEAM3,Bronze Medal,2024-08-05,WON_MEDAL
1889705,CTRWSPRTEAM3,Bronze Medal,2024-08-05,WON_MEDAL
1891067,JUDW78KG,Bronze Medal,2024-08-01,WON_MEDAL
1891280,JUDW48KG,Bronze Medal,2024-07-27,WON_MEDAL
1891280,JUDXTEAM6,Gold Medal,2024-08-03,WON_MEDAL
1891283,JUDW52KG,Bronze Medal,2024-07-28,WON_MEDAL
1891283,JUDXTEAM6,Gold Medal,2024-08-03,WON_MEDAL
1891286,JUDW57KG,Bronze Medal,2024-07-29,WON_MEDAL
1891286,JUDXTEAM6,Gold Medal,2024-08-03,WON_MEDAL
1891289,JUDW63KG,Bronze Medal,2024-07-30,WON_MEDAL
1891289,JUDXTEAM6,Gold Medal,2024-08-03,WON_MEDAL
1891292,JUDXTEAM6,Gold Medal,2024-08-03,WON_MEDAL
1891297,JUDXTEAM6,Gold Medal,2024-08-03,WON_MEDAL
1891300,JUDWO78KG,Bronze Medal,2024-08-02,WON_MEDAL
1891300,JUDXTEAM6,Gold Medal,2024-08-03,WON_MEDAL
1891304,JUDM60KG,Silver Medal,2024-07-27,WON_MEDAL
1891304,JUDXTEAM6,Gold Medal,2024-08-03,WON_MEDAL
1891307,JUDXTEAM6,Gold Medal,2024-08-03,WON_MEDAL
1891311,JUDM73KG,Silver Medal,2024-07-29,WON_MEDAL
1891311,JUDXTEAM6,Gold Medal,2024-08-03,WON_MEDAL
1891314,JUDXTEAM6,Gold Medal,2024-08-03,WON_MEDAL
1891318,JUDM90KG,Bronze Medal,2024-07-31,WON_MEDAL
1891318,JUDXTEAM6,Gold Medal,2024-08-03,WON_MEDAL
1891320,JUDXTEAM6,Gold Medal,2024-08-03,WON_MEDAL
1891323,JUDMO100KG,Gold Medal,2024-08-02,WON_MEDAL
1891323,JUDXTEAM6,Gold Medal,2024-08-03,WON_MEDAL
1891498,BDMWSINGLES,Gold Medal,2024-08-05,WON_MEDAL
1891502,BDMXDOUBLES,Silver Medal,2024-08-02,WON_MEDAL
1891507,BDMXDOUBLES,Silver Medal,2024-08-02,WON_MEDAL
1891685,DIVM10M,Silver Medal,2024-08-10,WON_MEDAL
1891890,BOXW54KG,Bronze Medal,2024-08-04,WON_MEDAL
1892022,CLBMBLCOMB,Silver Medal,2024-08-09,WON_MEDAL
1892137,ATHWJAVELIN,Bronze Medal,2024-08-10,WON_MEDAL
1892358,EQUODRESTEAM,Silver Medal,2024-08-03,WON_MEDAL
1892359,EQUODRESTEAM,Silver Medal,2024-08-03,WON_MEDAL
1892363,EQUODRESTEAM,Silver Medal,2024-08-03,WON_MEDAL
1892364,EQUODRESTEAM,Silver Medal,2024-08-03,WON_MEDAL
1892423,CSPWK1-500M,Bronze Medal,2024-08-10,WON_MEDAL
1892464,BOXM51KG,Bronze Medal,2024-08-04,WON_MEDAL
1892506,GLFWSTROKE,Silver Medal,2024-08-10,WON_MEDAL
1892794,JUDW78KG,Silver Medal,2024-08-01,WON_MEDAL
1892796,JUDWO78KG,Silver Medal,2024-08-02,WON_MEDAL
1892957,JUDM100KG,Bronze Medal,2024-08-01,WON_MEDAL
1893272,TKWWO67KG,Gold Medal,2024-08-10,WON_MEDAL
1893274,TKWM58KG,Bronze Medal,2024-08-07,WON_MEDAL
1893824,HBLWTEAM7,Silver Medal,2024-08-10,WON_MEDAL
1893845,SHOWARW,Gold Medal,2024-07-29,WON_MEDAL
1893852,SHOMRFPM,Silver Medal,2024-08-05,WON_MEDAL
1893896,SHOXARMT,Silver Medal,2024-07-27,WON_MEDAL
1893930,SHOWAPW,Silver Medal,2024-07-28,WON_MEDAL
1893972,SHOWAPW,Gold Medal,2024-07-28,WON_MEDAL
1893976,SHOXARMT,Silver Medal,2024-07-27,WON_MEDAL
1893995,SHOWSPW,Gold Medal,2024-08-03,WON_MEDAL
1894095,ATHM400MHURD,Silver Medal,2024-08-09,WON_MEDAL
1894213,FENWTEAMEPEE,Bronze Medal,2024-07-30,WON_MEDAL
1894214,FENWTEAMEPEE,Bronze Medal,2024-07-30,WON_MEDAL
1894217,FENWTEAMEPEE,Bronze Medal,2024-07-30,WON_MEDAL
1894223,FENWTEAMEPEE,Bronze Medal,2024-07-30,WON_MEDAL
1894414,WLFWO81KG,Silver Medal,2024-08-11,WON_MEDAL
1894537,BOXW75KG,Bronze Medal,2024-08-08,WON_MEDAL
1895121,SALWILCA6,Silver Medal,2024-08-07,WON_MEDAL
1895152,HBLWTEAM7,Bronze Medal,2024-08-10,WON_MEDAL
1895159,HBLWTEAM7,Bronze Medal,2024-08-10,WON_MEDAL
1895161,HBLMTEAM7,Gold Medal,2024-08-11,WON_MEDAL
1895166,HBLWTEAM7,Bronze Medal,2024-08-10,WON_MEDAL
1895168,HBLWTEAM7,Bronze Medal,2024-08-10,WON_MEDAL
1895172,HBLMTEAM7,Gold Medal,2024-08-11,WON_MEDAL
1895178,HBLMTEAM7,Gold Medal,2024-08-11,WON_MEDAL
1895180,HBLMTEAM7,Gold Medal,2024-08-11,WON_MEDAL
1895187,HBLWTEAM7,Bronze Medal,2024-08-10,WON_MEDAL
1895202,HBLMTEAM7,Gold Medal,2024-08-11,WON_MEDAL
1895210,HBLWTEAM7,Bronze Medal,2024-08-10,WON_MEDAL
1895213,HBLWTEAM7,Bronze Medal,2024-08-10,WON_MEDAL
1895214,HBLWTEAM7,Bronze Medal,2024-08-10,WON_MEDAL
1895215,HBLWTEAM7,Bronze Medal,2024-08-10,WON_MEDAL
1895223,HBLMTEAM7,Gold Medal,2024-08-11,WON_MEDAL
1895224,HBLWTEAM7,Bronze Medal,2024-08-10,WON_MEDAL
1895226,HBLWTEAM7,Bronze Medal,2024-08-10,WON_MEDAL
1895227,HBLMTEAM7,Gold Medal,2024-08-11,WON_MEDAL
1895228,HBLMTEAM7,Gold Medal,2024-08-11,WON_MEDAL
1895232,HBLWTEAM7,Bronze Medal,2024-08-10,WON_MEDAL
1895234,HBLMTEAM7,Gold Medal,2024-08-11,WON_MEDAL
1895235,HBLMTEAM7,Gold Medal,2024-08-11,WON_MEDAL
1895236,HBLMTEAM7,Gold Medal,2024-08-11,WON_MEDAL
1895237,HBLMTEAM7,Gold Medal,2024-08-11,WON_MEDAL
1895238,HBLMTEAM7,Gold Medal,2024-08-11,WON_MEDAL
1895239,HBLMTEAM7,Gold Medal,2024-08-11,WON_MEDAL
1895241,HBLMTEAM7,Gold Medal,2024-08-11,WON_MEDAL
1895245,HBLWTEAM7,Bronze Medal,2024-08-10,WON_MEDAL
1895246,HBLWTEAM7,Bronze Medal,2024-08-10,WON_MEDAL
1895248,HBLMTEAM7,Gold Medal,2024-08-11,WON_MEDAL
1895250,HBLWTEAM7,Bronze Medal,2024-08-10,WON_MEDAL
1895596,ATHWHEPTATH,Bronze Medal,2024-08-09,WON_MEDAL
1895640,BMXMINDVRACE,Silver Medal,2024-08-02,WON_MEDAL
1895661,BMXMINDVRACE,Gold Medal,2024-08-02,WON_MEDAL
1895672,MTBWXCTRY,Gold Medal,2024-07-28,WON_MEDAL
1895685,BMFMINDVFRST,Bronze Medal,2024-07-31,WON_MEDAL
1895687,MTBMXCTRY,Silver Medal,2024-07-29,WON_MEDAL
1895694,CRDMRR,Bronze Medal,2024-08-03,WON_MEDAL
1895699,CRDMRR,Silver Medal,2024-08-03,WON_MEDAL
1895700,BMXMINDVRACE,Bronze Medal,2024-08-02,WON_MEDAL
1895717,CTRMOMNIUM,Gold Medal,2024-08-08,WON_MEDAL
1895903,BOXMO92KG,Bronze Medal,2024-08-07,WON_MEDAL
1896030,CSLMC1,Silver Medal,2024-07-29,WON_MEDAL
1896032,CSLMX1,Silver Medal,2024-08-05,WON_MEDAL
1896045,CSLWK1,Bronze Medal,2024-07-28,WON_MEDAL
1896045,CSLWX1,Bronze Medal,2024-08-05,WON_MEDAL
1896149,TKWMO80KG,Silver Medal,2024-08-10,WON_MEDAL
1896230,GRYW1AA,Gold Medal,2024-08-09,WON_MEDAL
1896517,FENWTEAMFOIL,Bronze Medal,2024-08-01,WON_MEDAL
1896519,FENWTEAMSABR,Bronze Medal,2024-08-03,WON_MEDAL
1896522,FENWTEAMSABR,Bronze Medal,2024-08-03,WON_MEDAL
1896532,FENMTEAMFOIL,Gold Medal,2024-08-04,WON_MEDAL
1896535,FENWTEAMFOIL,Bronze Medal,2024-08-01,WON_MEDAL
1896538,FENMTEAMEPEE,Silver Medal,2024-08-02,WON_MEDAL
1896541,FENWTEAMSABR,Bronze Medal,2024-08-03,WON_MEDAL
1896542,FENWTEAMSABR,Bronze Medal,2024-08-03,WON_MEDAL
1896544,FENWTEAMFOIL,Bronze Medal,2024-08-01,WON_MEDAL
1896545,FENWTEAMFOIL,Bronze Medal,2024-08-01,WON_MEDAL
1896548,FENMEPEE,Gold Medal,2024-07-28,WON_MEDAL
1896548,FENMTEAMEPEE,Silver Medal,2024-08-02,WON_MEDAL
1896549,FENMTEAMEPEE,Silver Medal,2024-08-02,WON_MEDAL
1896550,FENMTEAMFOIL,Gold Medal,2024-08-04,WON_MEDAL
1896551,FENMTEAMFOIL,Gold Medal,2024-08-04,WON_MEDAL
1896553,FENMTEAMFOIL,Gold Medal,2024-08-04,WON_MEDAL
1896554,FENMTEAMEPEE,Silver Medal,2024-08-02,WON_MEDAL
1896733,JUDW57KG,Bronze Medal,2024-07-29,WON_MEDAL
1896733,JUDXTEAM6,Silver Medal,2024-08-03,WON_MEDAL
1896735,JUDW48KG,Gold Medal,2024-07-27,WON_MEDAL
1896735,JUDXTEAM6,Silver Medal,2024-08-03,WON_MEDAL
1896740,JUDM73KG,Bronze Medal,2024-07-29,WON_MEDAL
1896740,JUDXTEAM6,Silver Medal,2024-08-03,WON_MEDAL
1896743,JUDXTEAM6,Silver Medal,2024-08-03,WON_MEDAL
1896744,JUDXTEAM6,Silver Medal,2024-08-03,WON_MEDAL
1896748,JUDXTEAM6,Silver Medal,2024-08-03,WON_MEDAL
1896750,JUDM90KG,Silver Medal,2024-07-31,WON_MEDAL
1896750,JUDXTEAM6,Silver Medal,2024-08-03,WON_MEDAL
1896752,JUDM60KG,Bronze Medal,2024-07-27,WON_MEDAL
1896752,JUDXTEAM6,Silver Medal,2024-08-03,WON_MEDAL
1896760,JUDXTEAM6,Silver Medal,2024-08-03,WON_MEDAL
1896762,JUDXTEAM6,Silver Medal,2024-08-03,WON_MEDAL
1896763,JUDM66KG,Gold Medal,2024-07-28,WON_MEDAL
1896763,JUDXTEAM6,Silver Medal,2024-08-03,WON_MEDAL
1896764,JUDXTEAM6,Silver Medal,2024-08-03,WON_MEDAL
1896765,JUDM81KG,Gold Medal,2024-07-30,WON_MEDAL
1896765,JUDXTEAM6,Silver Medal,2024-08-03,WON_MEDAL
1896767,JUDXTEAM6,Silver Medal,2024-08-03,WON_MEDAL
1897022,WREWFS62KG,Silver Medal,2024-08-10,WON_MEDAL
1897088,TKWMO80KG,Bronze Medal,2024-08-10,WON_MEDAL
1897153,CSPWC2-500M,Silver Medal,2024-08-09,WON_MEDAL
1897155,CSPWC2-500M,Silver Medal,2024-08-09,WON_MEDAL
1897555,GARM1APPB,Silver Medal,2024-08-05,WON_MEDAL
1897633,FENWTEAMSABR,Gold Medal,2024-08-03,WON_MEDAL
1897637,FENWTEAMSABR,Gold Medal,2024-08-03,WON_MEDAL
1897638,FENWTEAMSABR,Gold Medal,2024-08-03,WON_MEDAL
1897644,FENWSABRE,Bronze Medal,2024-07-29,WON_MEDAL
1897644,FENWTEAMSABR,Gold Medal,2024-08-03,WON_MEDAL
1898024,WLFW49KG,Bronze Medal,2024-08-07,WON_MEDAL
1898059,WLFM61KG,Silver Medal,2024-08-07,WON_MEDAL
1898067,WLFM73KG,Silver Medal,2024-08-08,WON_MEDAL
1898250,ATHM5000M,Gold Medal,2024-08-10,WON_MEDAL
1898283,BOXW66KG,Bronze Medal,2024-08-06,WON_MEDAL
1898499,JUDW70KG,Gold Medal,2024-07-31,WON_MEDAL
1898807,BK3WTEAM3,Gold Medal,2024-08-05,WON_MEDAL
1898816,BK3WTEAM3,Gold Medal,2024-08-05,WON_MEDAL
1898835,BK3WTEAM3,Gold Medal,2024-08-05,WON_MEDAL
1898870,BK3WTEAM3,Gold Medal,2024-08-05,WON_MEDAL
1899181,HBLMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1899185,HBLMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1899187,HBLMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1899193,HBLMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1899206,HBLMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1899214,HBLMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1899226,HBLMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1899227,HBLMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1899231,HBLMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1899237,HBLMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1899239,HBLMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1899246,HBLMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1899247,HBLMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1899252,HBLMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1899256,HBLMTEAM7,Silver Medal,2024-08-11,WON_MEDAL
1899493,SHOWSPW,Bronze Medal,2024-08-03,WON_MEDAL
1899647,SALXNACRA17,Gold Medal,2024-08-08,WON_MEDAL
1899650,SALXNACRA17,Gold Medal,2024-08-08,WON_MEDAL
1899653,SALWIQFOIL,Gold Medal,2024-08-03,WON_MEDAL
1899666,ATHW400M,Gold Medal,2024-08-09,WON_MEDAL
1899728,SALWFORMKITE,Gold Medal,2024-08-08,WON_MEDAL
1899748,SALWIQFOIL,Bronze Medal,2024-08-03,WON_MEDAL
1899843,EQUOJUMPTEAM,Bronze Medal,2024-08-02,WON_MEDAL
1899845,EQUOJUMPTEAM,Bronze Medal,2024-08-02,WON_MEDAL
1899846,EQUOEVENTEAM,Silver Medal,2024-07-29,WON_MEDAL
1899847,EQUOEVENTEAM,Silver Medal,2024-07-29,WON_MEDAL
1899848,EQUOEVENTEAM,Silver Medal,2024-07-29,WON_MEDAL
1899856,EQUOJUMPTEAM,Bronze Medal,2024-08-02,WON_MEDAL
1899865,EQUOJUMPTEAM,Bronze Medal,2024-08-02,WON_MEDAL
1899866,EQUOEVENTEAM,Silver Medal,2024-07-29,WON_MEDAL
1900397,HOCWTEAM11,Bronze Medal,2024-08-09,WON_MEDAL
1900626,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900641,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900644,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900651,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900653,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900668,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900672,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900674,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900680,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900682,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900683,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900684,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900690,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900694,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900695,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900699,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900702,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900709,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900718,FBLMTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1900838,DIVM10MTEAM2,Silver Medal,2024-07-29,WON_MEDAL
1900840,DIVM3MTEAM2,Bronze Medal,2024-08-02,WON_MEDAL
1900841,DIVW3MTEAM2,Bronze Medal,2024-07-27,WON_MEDAL
1900848,DIVM3MTEAM2,Bronze Medal,2024-08-02,WON_MEDAL
1900855,DIVW10MTEAM2,Bronze Medal,2024-07-31,WON_MEDAL
1900856,DIVW10MTEAM2,Bronze Medal,2024-07-31,WON_MEDAL
1900857,DIVM10M,Bronze Medal,2024-08-10,WON_MEDAL
1900857,DIVM10MTEAM2,Silver Medal,2024-07-29,WON_MEDAL
1901025,ROWMNOCOX4,Bronze Medal,2024-08-01,WON_MEDAL
1901026,ROWMNOCOX4,Bronze Medal,2024-08-01,WON_MEDAL
1901027,ROWWSCULL4,Gold Medal,2024-07-31,WON_MEDAL
1901028,ROWWNOCOX4,Silver Medal,2024-08-01,WON_MEDAL
1901036,ROWMCOXED8,Gold Medal,2024-08-03,WON_MEDAL
1901037,ROWWNOCOX4,Silver Medal,2024-08-01,WON_MEDAL
1901039,ROWWSCULL4,Gold Medal,2024-07-31,WON_MEDAL
1901041,ROWMCOXED8,Gold Medal,2024-08-03,WON_MEDAL
1901044,ROWWCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1901045,ROWMCOXED8,Gold Medal,2024-08-03,WON_MEDAL
1901048,ROWWSCULL2-L,Gold Medal,2024-08-02,WON_MEDAL
1901050,ROWMNOCOX4,Bronze Medal,2024-08-01,WON_MEDAL
1901051,ROWMCOXED8,Gold Medal,2024-08-03,WON_MEDAL
1901056,ROWMCOXED8,Gold Medal,2024-08-03,WON_MEDAL
1901059,ROWWCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1901062,ROWMCOXED8,Gold Medal,2024-08-03,WON_MEDAL
1901063,ROWWCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1901064,ROWMCOXED8,Gold Medal,2024-08-03,WON_MEDAL
1901065,ROWWCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1901066,ROWMNOCOX2,Silver Medal,2024-08-02,WON_MEDAL
1901068,ROWMCOXED8,Gold Medal,2024-08-03,WON_MEDAL
1901071,ROWWSCULL2-L,Gold Medal,2024-08-02,WON_MEDAL
1901074,ROWWSCULL4,Gold Medal,2024-07-31,WON_MEDAL
1901075,ROWWSCULL2,Bronze Medal,2024-08-01,WON_MEDAL
1901077,ROWWCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1901079,ROWWCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1901080,ROWWCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1901086,ROWWNOCOX4,Silver Medal,2024-08-01,WON_MEDAL
1901089,ROWMCOXED8,Gold Medal,2024-08-03,WON_MEDAL
1901091,ROWWSCULL4,Gold Medal,2024-07-31,WON_MEDAL
1901092,ROWWNOCOX4,Silver Medal,2024-08-01,WON_MEDAL
1901094,ROWWCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1901096,ROWWCOXED8,Bronze Medal,2024-08-03,WON_MEDAL
1901099,ROWWSCULL2,Bronze Medal,2024-08-01,WON_MEDAL
1901100,ROWMNOCOX4,Bronze Medal,2024-08-01,WON_MEDAL
1901101,ROWMNOCOX2,Silver Medal,2024-08-02,WON_MEDAL
1901251,ATHM110MHURD,Bronze Medal,2024-08-08,WON_MEDAL
1901284,ATHMMARATHON,Gold Medal,2024-08-10,WON_MEDAL
1901333,TENXDOUBLES,Gold Medal,2024-08-02,WON_MEDAL
1901342,TENXDOUBLES,Gold Medal,2024-08-02,WON_MEDAL
1901487,ATHWMARATHON,Silver Medal,2024-08-11,WON_MEDAL
1901538,DIVW3M,Gold Medal,2024-08-09,WON_MEDAL
1901538,DIVW3MTEAM2,Gold Medal,2024-07-27,WON_MEDAL
1901539,DIVW3M,Bronze Medal,2024-08-09,WON_MEDAL
1901539,DIVW3MTEAM2,Gold Medal,2024-07-27,WON_MEDAL
1901544,DIVW10M,Silver Medal,2024-08-06,WON_MEDAL
1901544,DIVW10MTEAM2,Gold Medal,2024-07-31,WON_MEDAL
1901545,DIVW10M,Gold Medal,2024-08-06,WON_MEDAL
1901545,DIVW10MTEAM2,Gold Medal,2024-07-31,WON_MEDAL
1901549,DIVM3M,Silver Medal,2024-08-08,WON_MEDAL
1901549,DIVM3MTEAM2,Gold Medal,2024-08-02,WON_MEDAL
1901550,DIVM3M,Gold Medal,2024-08-08,WON_MEDAL
1901551,DIVM3MTEAM2,Gold Medal,2024-08-02,WON_MEDAL
1901554,DIVM10MTEAM2,Gold Medal,2024-07-29,WON_MEDAL
1901555,DIVM10MTEAM2,Gold Medal,2024-07-29,WON_MEDAL
1901556,DIVM10M,Gold Medal,2024-08-10,WON_MEDAL
1902055,SKBWSTREET,Gold Medal,2024-07-28,WON_MEDAL
1902069,SKBWSTREET,Silver Medal,2024-07-28,WON_MEDAL
1902075,SKBWPARK,Silver Medal,2024-08-06,WON_MEDAL
1902081,SKBMSTREET,Gold Medal,2024-07-29,WON_MEDAL
1902121,ARCWTEAM3,Gold Medal,2024-07-28,WON_MEDAL
1902130,ARCMTEAM3,Gold Medal,2024-07-29,WON_MEDAL
1902135,ARCMINDIVID,Gold Medal,2024-08-04,WON_MEDAL
1902135,ARCMTEAM3,Gold Medal,2024-07-29,WON_MEDAL
1902135,ARCXTEAM2,Gold Medal,2024-08-02,WON_MEDAL
1902144,ARCMINDIVID,Bronze Medal,2024-08-04,WON_MEDAL
1902144,ARCMTEAM3,Gold Medal,2024-07-29,WON_MEDAL
1902147,ARCWINDIVID,Gold Medal,2024-08-03,WON_MEDAL
1902147,ARCWTEAM3,Gold Medal,2024-07-28,WON_MEDAL
1902147,ARCXTEAM2,Gold Medal,2024-08-02,WON_MEDAL
