coach_code:ID(Coach-ID),name,gender,function,category,country_code,country
1964473,DO REGO BARROS JUNIOR Paulo,Male,Assistant Coach,C,BRA,Brazil
1964481,LEONALDO Roberley Luiz,Male,Assistant Coach,C,BRA,Brazil
1964485,TABACH Ricardo,Male,Assistant Coach,C,BRA,Brazil
1964492,COPPINI FERNANDES Wagner Luiz,Male,Assistant Coach,C,BRA,Brazil
1965161,KEET Marcelle,Female,Assistant Coach,C,RSA,South Africa
1965168,BONNET Giles,Male,Head Coach,C,RSA,South Africa
1965644,GIL Carlos,Male,Coach,C,PAN,Panama
1967242,LAWRENCE Natalie,Female,Assistant Coach,C,NZL,New Zealand
1967254,HERST Jen,Female,Goalkeeper Coach,C,CAN,Canada
1967256,MANDER Jasmine,Female,Assistant Coach,C,CAN,Canada
1967258,PRIESTMAN Bev,Female,Head Coach,C,CAN,Canada
1967262,SPENCE Andy,Male,Assistant Coach,C,CAN,Canada
1967313,PARK Jae,Male,Coach,C,CAN,Canada
1967315,THORNTON Daniel,Male,Coach,C,CAN,Canada
1967332,LIMA Brian,Male,Head Coach,C,SAM,Samoa
1967468,PARADELO David,Male,Head Coach,C,CAN,Canada
1967471,POSTERIVO Stefano,Male,Assistant Coach,C,CAN,Canada
1967472,CAMPBELL Cora,Female,Assistant Coach,C,CAN,Canada
1967642,IGLESIAS Rodrigo,Male,Assistant Coach,C,BRA,Brazil
1967672,ALCANTARA Edson,Male,Goalkeeper Coach,C,BRA,Brazil
1967683,ELIAS Arthur,Male,Head Coach,C,BRA,Brazil
1968210,LALOMILO Faamaoni,Male,Assistant Coach,C,SAM,Samoa
1968247,CIRKOVIC Vedran,Male,Assistant Coach,C,AUS,Australia
1968453,CHERNETSKA Nataliya,Female,Coach,C,GRE,Greece
1968484,KAMMENOU Alexia Anna,Female,Head Coach,C,GRE,Greece
1968489,LEMPESIS Xenofon,Male,Assistant Coach,C,GRE,Greece
1968491,PYRPYRIS Anastasios,Male,Assistant Coach,C,GRE,Greece
1968492,SCHIZAS Anastasios,Male,Assistant Coach,C,GRE,Greece
1968495,VLACHOS Theodoros,Male,Head Coach,C,GRE,Greece
1968531,KANTZOURIS Ilias,Male,Assistant Coach,C,GRE,Greece
1968540,SPANOULIS Vasilis,Male,Coach,C,GRE,Greece
1968567,RAFTIS Dimitrios,Male,Coach,C,GRE,Greece
1968759,JENNINGS Stephen,Male,Coach,C,EOR,EOR
1968802,FJELLSTROM Jens,Male,Assistant Coach,C,AUS,Australia
1968822,ANDREATTA Mel,Female,Assistant Coach,C,AUS,Australia
1968838,GUSTAVSSON Tony,Male,Head Coach,C,AUS,Australia
1968868,van ECK Richard,Male,Assistant Coach,C,NED,Netherlands
1968871,DOUDESIS Eva,Male,Head Coach,C,NED,Netherlands
1968964,MOGHANLOU Bijan,Male,Coach,C,EGY,Egypt
1969275,SICOT David Patrick,Male,Coach,C,LBN,Lebanon
1969357,SEKTIOUI Tarik,Male,Head Coach,C,MAR,Morocco
1969386,HADJI Youssouf,Male,Assistant Coach,C,MAR,Morocco
1969466,BADAWI Ghanem,Male,Coach,C,SYR,Syria
1970225,van der VEEN Jose,Female,Coach,C,NED,Netherlands
1970227,WEVERS Vincent,Male,Coach,C,NED,Netherlands
1970228,den UIJL Kevin,Male,Coach,C,NED,Netherlands
1970229,JACOBS Jeroen,Male,Coach,C,NED,Netherlands
1970235,KLEUSKENS Marcel,Male,Coach,C,NED,Netherlands
1970236,KNIBBELER Daniel,Male,Coach,C,NED,Netherlands
1970237,van MELDERT Dirk Jan,Male,Coach,C,NED,Netherlands
1970317,CLARIJS Ricardo,Male,Assistant Coach,C,NED,Netherlands
1970322,JOHANSSON Per,Male,Head Coach,C,NED,Netherlands
1970733,GOUTSEVA Anastasia,Female,Coach,C,GRE,Greece
1970859,SOKOLOVA Natalia,Female,Coach,C,CYP,Cyprus
1970880,OGEYINGBO Ayodeji,Male,Coach,C,NGR,Nigeria
1970974,DERAEDT Laurent,Male,Goalkeeper Coach,C,MAR,Morocco
1971523,LESZNER Joe,Male,Coach,C,CAN,Canada
1972037,TICHELMAN Thomas,Male,Assistant Coach,C,NED,Netherlands
1972052,van ASS Paul,Male,Head Coach,C,NED,Netherlands
1972055,DELMEE Jeroen,Male,Head Coach,C,NED,Netherlands
1972056,VERBOOM Eric,Male,Assistant Coach,C,NED,Netherlands
1972359,ALIYEVA Kamilla,Female,Coach,C,AZE,Azerbaijan
1972419,VILYAYEVA Yevgeniya,Female,Coach,C,AZE,Azerbaijan
1972423,VASILEVA Siyana,Female,Coach,C,AZE,Azerbaijan
1972426,GULIYEV Kamil,Male,Coach,C,AZE,Azerbaijan
1972427,KARIMLI Akif,Male,Coach,C,AZE,Azerbaijan
1972461,JAUMA CAYUELA Esther,Female,Coach,C,NED,Netherlands
1972652,GIE Cheslyn,Male,Head Coach,C,RSA,South Africa
1972655,NTULI Siphesihle,Male,Assistant Coach,C,RSA,South Africa
1972933,GOMEZ Ibai,Male,Head Coach,C,DOM,Dominican Republic
1972934,RAMOS SANCHEZ Antonio,Male,Coach,C,CIV,Côte d'Ivoire
1972992,AMOREBIETA Fernando,Male,Assistant Coach,C,DOM,Dominican Republic
1973058,BRITEZ Cristhian,Male,Goalkeeper Coach,C,DOM,Dominican Republic
1973138,BALAN Adrian,Male,Coach,C,CAN,Canada
1973147,COWAN Lisa,Female,Coach,C,CAN,Canada
1973162,KIKUCHI David,Male,Coach,C,CAN,Canada
1973180,van HOOF Ed,Male,Coach,C,CAN,Canada
1973374,FALSETTA Ross,Male,Coach,C,GBR,Great Britain
1973377,DENG Ajou,Male,Assistant Coach,C,SSD,South Sudan
1973378,WIGNALL Rachel,Female,Coach,C,GBR,Great Britain
1973524,MEIJER Eric,Male,Assistant Coach,C,NED,Netherlands
1973525,KOSLOWSKI Felix,Male,Head Coach,C,NED,Netherlands
1973532,FERRER CUTINO Gil,Male,Assistant Coach,C,NED,Netherlands
1973576,IVEY Royal,Male,Coach,C,SSD,South Sudan
1973651,KOUDI Mandela,Male,Coach,C,SSD,South Sudan
1973693,CHIEJINE Ann,Female,Assistant Coach,C,NGR,Nigeria
1974021,KULESZA Kasia,Female,Coach,C,CAN,Canada
1974022,MORGAN Kerri,Female,Coach,C,CAN,Canada
1974025,VOLOSHYNA Anna,Female,Coach,C,CAN,Canada
1974026,YAKHNO Yelyzaveta,Female,Coach,C,CAN,Canada
1974386,SAWADOGO Rasmane,Male,Coach,C,BUR,Burkina Faso
1974755,BAUR Steve,Male,Assistant Coach,C,CAN,Canada
1974756,BJORKGREN Nate,Male,Assistant Coach,C,CAN,Canada
1974757,CLARKE Carly,Female,Coach,C,CAN,Canada
1974760,FERNANDEZ Jordi,Male,Coach,C,CAN,Canada
1974766,LAPENA Victor,Male,Coach,C,CAN,Canada
1974769,MITCHELL Nathaniel,Male,Assistant Coach,C,CAN,Canada
1974771,N'DONG Boniface,Male,Coach,C,CAN,Canada
1974772,PAGE Murriel,Female,Coach,C,CAN,Canada
1974773,QUINN Noelle,Female,Assistant Coach,C,CAN,Canada
1975398,DENG Luol,Male,Assistant Coach,C,SSD,South Sudan
1975920,CASTANEDA Allen Aldrin,Male,Coach,C,PHI,Philippines
1975923,HRYBANOV Andrii,Male,Coach,C,ISR,Israel
1975934,GRIFFETH Garrett Stephen,Male,Coach,C,PHI,Philippines
1977071,ABAD EXPOSITO Iker Miquel,Male,Coach,C,IRL,Ireland
1977388,WALDRUM Randy,Male,Head Coach,C,NGR,Nigeria
1977689,DIAWARA Kaba,Male,Head Coach,C,GUI,Guinea
1978161,CAPELLI Claudio,Male,Coach,C,SUI,Switzerland
1978215,GUELZEC Laurent,Male,Coach,C,SUI,Switzerland
1978259,KISTLER Frank,Male,Coach,C,SUI,Switzerland
1978688,MUNOZ BENITEZ Fernando,Male,Head Coach,C,EGY,Egypt
1980774,KIM Myong Hwa,Female,Coach,C,PRK,DPR Korea
1980904,TRAJKOVIC Ivan Konrad,Male,Coach,C,SLO,Slovenia
1980943,PAVLIC Aljaz,Male,Assistant Coach,C,SLO,Slovenia
1980962,MIJATOVIC Branka,Female,Assistant Coach,C,SLO,Slovenia
1980979,ADZIC Dragan,Male,Head Coach,C,SLO,Slovenia
1980981,DROZHANOVA Elena,Female,Coach,C,SLO,Slovenia
1980987,CRETU Gheorghe,Male,Head Coach,C,SLO,Slovenia
1980990,DIVKOVIC Goran,Male,Coach,C,SLO,Slovenia
1981325,ZVIZEJ Luka,Male,Assistant Coach,C,SLO,Slovenia
1981356,de CECCO Matteo,Male,Assistant Coach,C,SLO,Slovenia
1981649,RETELJ Natasa,Female,Coach,C,SLO,Slovenia
1981689,ZORMAN Uros,Male,Head Coach,C,SLO,Slovenia
1981697,KEDACIC Zoran,Male,Assistant Coach,C,SLO,Slovenia
1986732,MUGANGUZI Wani,Male,Assistant Coach,C,NGR,Nigeria
2041085,FITZGERALD David,Male,Coach,C,IRL,Ireland
2476695,BAM Jenna,Female,Head Coach,C,RSA,South Africa
3057892,FALAHATGAR ETMINANI Davoud,Male,Coach,C,BUL,Bulgaria
3430822,PETROVIC Aleksandar,Male,Coach,C,BRA,Brazil
3496078,GORIATCHKINE Ivan,Male,Coach,C,PHI,Philippines
3520243,BASILE Leonardo,Male,Coach,C,EOR,EOR
3528052,VICTOR John,Male,Coach,C,NGR,Nigeria
3538853,DONNELLY Peter,Male,Assistant Coach,C,IRL,Ireland
3539442,CARSON Luke,Male,Coach,C,IRL,Ireland
3544158,GORBACHEV Stepan,Male,Coach,C,UKR,Ukraine
3545804,MARAJAN Sabit,Male,Coach,C,SSD,South Sudan
3546458,DIAWARA Fousseni,Male,Assistant Coach,C,GUI,Guinea
3546645,CAUKAUNIVALU Setefano,Male,Assistant Coach,C,FIJ,Fiji
3561918,GRANDES Pablo,Male,Assistant Coach,C,IRQ,Iraq
4043244,FONG Lerissa,Female,Head Coach,C,SAM,Samoa
4043245,POMARE Sapani,Male,Head Coach,C,SAM,Samoa
4043246,FAALUPEGA Avii,Female,Head Coach,C,SAM,Samoa
4044836,DAVID EP CHIRILCENCO Georgeta,Female,Coach,C,ALG,Algeria
4119109,ELZEFTAWEY Tarek,Male,Assistant Coach,C,EGY,Egypt
4645809,GAARENSTROOM Jordan Jon,Male,Coach,C,SYR,Syria
4646497,PROST KOSIR Primoz,Male,Assistant Coach,C,SLO,Slovenia
4649776,TRAORE Alioune,Male,Coach,C,MLI,Mali
4653058,COCCIA Kristina,Female,Coach,C,HAI,Haiti
4653997,KAMKASOUMPHOU Ekvara,Male,Coach,C,MLI,Mali
4658462,KHAJAVI Naeima,Male,Coach,C,EGY,Egypt
4847471,LAWSON Franck,Male,Coach,C,BUR,Burkina Faso
4968759,Mc DONALD Janelle Leigh,Female,Coach,C,PHI,Philippines
4968917,QUESNEL Yannick,Male,Goalkeeper Coach,C,GUI,Guinea
4976780,TANSKANEN Juha Petteri,Male,Coach,C,SYR,Syria
5016082,CHOUBA Jaouad,Female,Coach,C,GBS,Guinea-Bissau
9230002,HERDEIRO Alvaro Francisco,Male,Assistant Coach,C,BRA,Brazil
9230003,MAROJA Gabriel Augusto,Male,Assistant Coach,C,BRA,Brazil
9230006,ALONSO BERNARDO Jessica,Female,Assistant Coach,C,ESP,Spain
9230010,LARSSON Thomas Erik Daniel,Male,Assistant Coach,C,NED,Netherlands
9230012,CAROU Gonzalo,Male,Assistant Coach,C,ARG,Argentina
9230013,CAZON Guillermo,Male,Assistant Coach,C,ARG,Argentina
9230017,CAAMANO Juan,Male,Assistant Coach,C,ESP,Spain
9230018,TORRESCUSA Ignacio,Male,Assistant Coach,C,ESP,Spain
9230020,GJERDE Joar,Male,Assistant Coach,C,NOR,Norway
9390001,BONDAR Vladyslav,Male,Coach,C,BUR,Burkina Faso
9430008,CICHELLO Juan Manuel,Male,Assistant Coach,C,ITA,Italy
9450042,VASSILIADES Emmanuel,Male,Assistant Coach,C,GRE,Greece
